BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
316.126,1.081,-2.244,2.244,1.65,"(0.0,0.0,35.722,35.722)","(280.404,280.404,316.126,316.126)","[(72.549,146.485,102.645,176.581),(94.213,156.842,120.493,183.122),(28.173,288.768,54.096,314.691),(185.41,157.778,202.504,174.872),(9.61,50.828,39.797,81.015),(218.946,263.543,240.473,285.07),(193.764,267.333,212.219,285.788),(245.42,196.648,268.651,219.879),(287.882,26.326,306.9,45.344),(213.305,109.546,237.712,133.953),(14.405,85.496,43.619,114.71),(258.574,264.758,282.981,289.165),(232.997,78.82,252.544,98.367)]",TRUE,,,,,,,
310.936,1.071,-2.214,2.214,1.813,"(0.0,0.0,32.026,32.026)","(278.91,278.91,310.936,310.936)","[(252.368,183.011,269.854,200.497),(287.395,55.558,303.734,71.897),(229.508,107.067,250.206,127.765),(202.905,103.442,227.827,128.364),(133.965,105.594,155.935,127.564),(44.092,249.062,69.708,274.678),(201.88,35.702,219.574,53.396),(206.102,138.185,233.275,165.358),(62.173,87.773,90.839,116.439),(252.541,87.744,268.46,103.663),(9.249,176.354,32.918,200.023),(34.936,61.804,53.64,80.508)]",FALSE,,,,,,,
453.268,1.342,-3.025,3.025,2.032,"(0.0,0.0,36.715,36.715)","(416.553,416.553,453.268,453.268)","[(331.381,247.903,359.04,275.562),(291.763,49.778,330.196,88.211),(237.985,130.035,269.755,161.805),(124.985,136.896,167.767,179.678),(403.724,234.322,445.721,276.319),(338.623,333.531,363.652,358.56),(159.498,166.197,183.579,190.278),(96.169,204.728,136.094,244.653),(20.832,375.776,55.042,409.986)]",TRUE,,,,,,,
155.057,0.775,-1.326,1.326,1.463,"(0.0,0.0,19.227,19.227)","(135.83,135.83,155.057,155.057)","[(123.402,93.782,133.013,103.393),(35.627,133.655,45.535,143.563),(40.623,14.846,53.619,27.842),(88.195,13.564,100.083,25.452),(23.848,78.358,36.785,91.295),(108.632,43.203,122.161,56.732),(56.054,74.219,67.597,85.762),(102.604,113.56,112.025,122.981),(4.654,38.238,13.824,47.408),(132.359,104.814,144.846,117.301),(6.949,81.518,15.782,90.351),(115.36,118.009,129.758,132.407),(131.959,29.034,142.651,39.726)]",FALSE,,,,,,,
27.983,0.534,-0.602,0.602,1.087,"(0.0,0.0,3.554,3.554)","(24.429,24.429,27.983,27.983)","[(20.405,6.083,22.332,8.01),(0.006,19.199,2.274,21.467),(25.102,22.01,27.875,24.783),(1.887,6.847,4.088,9.048),(11.868,23.603,13.747,25.482),(20.932,17.607,23.311,19.986),(13.187,1.401,14.684,2.898),(17.975,15.249,20.512,17.786),(22.729,25.076,25.078,27.425),(3.712,20.235,6.488,23.011),(10.498,11.984,12.389,13.875),(22.497,4.89,25.082,7.475),(21.492,8.583,23.106,10.197)]",TRUE,,,,,,,
656.259,1.727,-4.181,4.181,2.359,"(0.0,0.0,53.157,53.157)","(603.102,603.102,656.259,656.259)","[(551.805,62.563,589.824,100.582),(141.323,496.533,201.69,556.9),(488.148,57.385,531.292,100.529),(42.398,580.814,92.842,631.258),(271.124,164.591,332.673,226.14),(409.799,473.783,446.72,510.704),(85.558,166.21,130.236,210.888),(467.005,325.533,520.9,379.428),(470.701,74.242,517.068,120.609),(329.727,445.028,371.099,486.4),(332.829,240.599,380.509,288.279)]",TRUE,,,,,,,
382.042,1.206,-2.619,2.619,1.778,"(0.0,0.0,40.878,40.878)","(341.164,341.164,382.042,382.042)","[(90.434,207.167,124.879,241.612),(121.978,62.624,149.218,89.864),(77.441,273.73,111.595,307.884),(155.147,215.719,175.342,235.914),(146.215,161.161,183.975,198.921),(258.872,233.468,291.498,266.094),(266.094,284.74,293.784,312.43),(217.666,33.225,240.817,56.376)]",FALSE,,,,,,,
636.875,1.69,-4.071,4.071,2.217,"(0.0,0.0,69.419,69.419)","(567.456,567.456,636.875,636.875)","[(1.488,20.675,62.776,81.963),(121.982,113.809,160.185,152.012),(396.437,482.476,430.449,516.488),(260.291,308.932,308.598,357.239),(466.488,96.22,511.098,140.83),(527.966,362.006,570.832,404.872),(555.32,214.213,589.409,248.302),(342.847,246.274,379.834,283.261)]",FALSE,,,,,,,
26.066,0.531,-0.592,0.592,1.233,"(0.0,0.0,2.476,2.476)","(23.59,23.59,26.066,26.066)","[(16.645,1.647,18.901,3.903),(8.182,4.598,10.556,6.972),(17.927,8.85,20.174,11.097),(3.936,10.781,6.37,13.215),(4.832,3.057,6.414,4.639),(2.836,19.089,4.956,21.209),(6.074,21.506,7.622,23.054),(19.957,9.672,21.867,11.582),(11.877,1.907,13.738,3.768),(21.634,13.541,23.678,15.585),(0.924,9.729,3.135,11.94),(22.798,24.173,24.483,25.858)]",TRUE,,,,,,,
475.601,1.384,-3.152,3.152,1.926,"(0.0,0.0,69.438,69.438)","(406.163,406.163,475.601,475.601)","[(71.362,423.593,95.742,447.973),(269.42,30.645,303.544,64.769),(90.154,160.99,115.92,186.756),(330.862,194.406,365.242,228.786),(187.689,414.935,234.028,461.274),(93.334,144.869,126.837,178.372),(371.901,398.888,399.842,426.829),(337.607,138.407,367.433,168.233),(187.817,206.368,219.453,238.004)]",FALSE,,,,,,,
269.244,0.992,-1.977,1.977,1.694,"(0.0,0.0,17.501,17.501)","(251.743,251.743,269.244,269.244)","[(212.314,71.548,228.976,88.21),(150.58,120.307,173.228,142.955),(111.764,230.012,128.054,246.302),(232.42,138.696,249.894,156.17),(165.832,122.963,185.373,142.504),(7.089,41.842,27.608,62.361),(153.248,128.757,175.06,150.569),(202.699,20.34,227.062,44.703),(42.393,207.989,61.066,226.662),(21.036,29.85,35.433,44.247),(106.653,48.374,125.38,67.101),(181.692,127.376,201.221,146.905),(154.775,42.383,171.767,59.375)]",FALSE,,,,,,,
570.18,1.564,-3.691,3.691,2.138,"(0.0,0.0,73.553,73.553)","(496.627,496.627,570.18,570.18)","[(344.024,32.56,385.397,73.933),(334.991,293.479,388.623,347.111),(17.491,278.267,60.666,321.442),(113.814,188.908,158.522,233.616),(14.822,69.893,59.31,114.381),(393.268,427.566,423.17,457.468),(500.003,504.453,534.891,539.341),(11.164,207.281,63.416,259.533),(286.173,43.803,330.539,88.169),(70.202,141.07,122.892,193.76),(486.94,105.609,539.851,158.52),(260.85,94.143,303.701,136.994),(71.554,144.064,116.12,188.63)]",FALSE,,,,,,,
158.466,0.782,-1.346,1.346,1.427,"(0.0,0.0,20.284,20.284)","(138.182,138.182,158.466,158.466)","[(136.427,14.695,151.871,30.139),(92.571,11.5,100.89,19.819),(46.121,96.485,55.348,105.712),(86.774,56.506,100.07,69.802),(4.694,111.827,18.202,125.335),(116.645,90.809,128.07,102.234),(4.847,4.17,18.989,18.312),(97.274,6.652,110.733,20.111),(128.7,67.425,141.509,80.234),(94.083,49.544,108.253,63.714),(6.885,89.093,15.247,97.455),(40.822,32.506,53.334,45.018),(68.847,76.474,84.044,91.671),(124.043,12.684,139.528,28.169),(19.219,50.799,32.361,63.941)]",FALSE,,,,,,,
735.432,1.877,-4.632,4.632,2.606,"(0.0,0.0,105.167,105.167)","(630.265,630.265,735.432,735.432)","[(321.669,637.79,389.951,706.072),(335.703,182.524,403.451,250.272),(187.242,638.533,255.7,706.991),(226.679,66.852,292.507,132.68),(79.318,638.8,128.413,687.895),(549.684,664.331,591.508,706.155),(668.775,80.015,727.784,139.024),(8.807,661.448,54.763,707.404)]",FALSE,,,,,,,
145.024,0.756,-1.269,1.269,1.289,"(0.0,0.0,18.853,18.853)","(126.171,126.171,145.024,145.024)","[(29.073,123.235,37.27,131.432),(99.191,23.367,108.629,32.805),(104.348,56.892,115.732,68.276),(70.119,95.381,81.524,106.786),(122.7,40.946,130.5,48.746),(118.628,67.487,127.429,76.288),(70.861,56.768,80.512,66.419),(42.032,28.353,49.821,36.142),(65.423,97.769,75.802,108.148),(59.449,30.469,73.687,44.707)]",FALSE,,,,,,,
55.426,0.586,-0.759,0.759,1.111,"(0.0,0.0,6.485,6.485)","(48.941,48.941,55.426,55.426)","[(5.752,43.521,9.718,47.487),(25.568,39.589,28.479,42.5),(8.557,7.87,11.45,10.763),(45.225,36.91,50.155,41.84),(45.417,36.52,49.835,40.938),(20.769,24.379,23.557,27.167),(30.725,7.619,35.297,12.191),(22.489,6.7,25.542,9.753),(2.545,7.443,6.715,11.613),(19.678,8.798,22.942,12.062),(26.986,16.611,31.93,21.555),(20.591,45.706,23.989,49.104),(49.09,51.379,52.967,55.256),(12.206,33.077,16.671,37.542)]",TRUE,,,,,,,
13.017,0.506,-0.517,0.517,1.027,"(0.0,0.0,1.08,1.08)","(11.937,11.937,13.017,13.017)","[(1.641,8.963,2.545,9.867),(11.517,3.94,12.328,4.751),(11.809,3.388,13.014,4.593),(7.54,8.516,8.542,9.518),(2.186,7.53,3.119,8.463),(0.279,0.568,1.429,1.718),(2.719,1.64,3.919,2.84),(7.44,3.761,8.507,4.828),(5.01,8.147,6.02,9.157)]",FALSE,,,,,,,
783.512,1.969,-4.906,4.906,2.583,"(0.0,0.0,106.558,106.558)","(676.954,676.954,783.512,783.512)","[(17.374,92.943,92.022,167.591),(234.315,620.445,280.596,666.726),(23.045,448.945,89.354,515.254),(217.176,618.051,277.989,678.864),(469.652,202.082,531.881,264.311),(389.406,347.959,457.417,415.97),(24.181,424.542,86.195,486.556),(230.587,63.042,298.365,130.82),(361.623,148.78,438.129,225.286),(114.365,718.704,159.899,764.238),(74.781,8.853,134.824,68.896),(236.54,215.057,292.314,270.831),(673.581,587.413,740.722,654.554),(580.8,82.505,657.232,158.937),(202.195,214.072,268.022,279.899)]",TRUE,,,,,,,
480.907,1.394,-3.182,3.182,2.127,"(0.0,0.0,67.327,67.327)","(413.58,413.58,480.907,480.907)","[(134.959,413.395,160.01,438.446),(419.878,314.513,456.372,351.007),(0.428,77.686,34.211,111.469),(99.79,206.804,131.568,238.582),(74.645,269.773,110.961,306.089),(43.377,231.091,83.087,270.801),(218.108,384.116,260.868,426.876),(341.091,210.376,383.678,252.963),(398.324,417.593,434.799,454.068)]",TRUE,,,,,,,
129.728,0.727,-1.182,1.182,1.344,"(0.0,0.0,17.643,17.643)","(112.085,112.085,129.728,129.728)","[(104.842,72.05,114.757,81.965),(68.649,83.441,78.803,93.595),(113.847,62.038,124.866,73.057),(38.741,34.875,51.329,47.463),(63.703,69.289,74.67,80.256),(105.171,9.289,116.817,20.935),(46.267,73.413,58.807,85.953),(85.646,43.392,94.171,51.917),(38.975,15.929,47.296,24.25),(96.537,86.585,103.373,93.421),(70.953,21.545,78.475,29.067),(88.999,63.517,99.1,73.618),(49.354,88.756,60.261,99.663)]",TRUE,,,,,,,
61.553,0.598,-0.794,0.794,1.284,"(0.0,0.0,9.11,9.11)","(52.443,52.443,61.553,61.553)","[(9.478,43.584,14.05,48.156),(10.28,7.943,15.834,13.497),(9.114,1.189,13.286,5.361),(19.087,0.101,24.955,5.969),(54.944,30.255,59.525,34.836),(0.893,43.389,4.516,47.012),(12.922,42.319,16.119,45.516),(2.889,13.854,7.858,18.823),(42.235,45.972,47.498,51.235),(31.046,24.434,35.606,28.994),(38.526,9.445,43.921,14.84)]",FALSE,,,,,,,
705.24,1.82,-4.46,4.46,2.396,"(0.0,0.0,78.987,78.987)","(626.253,626.253,705.24,705.24)","[(36.389,567.623,74.962,606.196),(228.673,436.858,280.343,488.528),(473.88,255.722,509.438,291.28),(242.711,106.105,310.829,174.223),(218.758,315.389,271.78,368.411),(351.748,304.028,387.023,339.303),(432.804,473.505,472.194,512.895),(638.566,417.368,697.74,476.542),(150.736,296.128,215.934,361.326),(164.281,256.534,210.079,302.332),(343.574,54.728,392.482,103.636),(404.407,94.857,451.579,142.029)]",TRUE,,,,,,,
769.689,1.942,-4.827,4.827,2.467,"(0.0,0.0,114.684,114.684)","(655.005,655.005,769.689,769.689)","[(149.213,2.912,189.324,43.023),(4.056,328.827,59.213,383.984),(114.62,689.581,176.063,751.024),(247.138,65.404,286.731,104.997),(115.503,668.662,158.162,711.321),(498.944,428.998,545.881,475.935),(364.13,236.359,414.402,286.631),(688.093,99.938,730.459,142.304),(138.218,460.925,212.977,535.684),(606.641,395.487,653.571,442.417),(13.811,522.434,53.641,562.264),(110.027,394.101,156.41,440.484),(373.96,305.918,444.179,376.137),(412.966,511.428,465.892,564.354)]",TRUE,,,,,,,
488.632,1.409,-3.226,3.226,2.028,"(0.0,0.0,45.443,45.443)","(443.189,443.189,488.632,488.632)","[(232.809,238.149,275.926,281.266),(427.204,284.884,461.38,319.06),(124.741,450.093,159.802,485.154),(90.41,187.601,128.817,226.008),(162.096,279.984,197.478,315.366),(280.507,230.482,315.272,265.247),(79.499,307.566,116.518,344.585),(439.154,207.897,477.879,246.622),(276.594,49.709,314.043,87.158),(381.249,59.249,406.884,84.884),(281.306,295.783,325.414,339.891),(361.84,373.53,396.664,408.354),(335.917,207.439,367.164,238.686),(404.126,409.147,450.337,455.358),(246.89,166.846,281.648,201.604)]",TRUE,,,,,,,
364.502,1.173,-2.519,2.519,1.815,"(0.0,0.0,52.488,52.488)","(312.014,312.014,364.502,364.502)","[(83.784,204.624,105.871,226.711),(195.489,118.129,220.789,143.429),(96.034,125.991,124.631,154.588),(289.954,38.472,310.164,58.682),(233.08,120.115,259.731,146.766),(126.529,85.592,152.164,111.227),(155.592,201.614,186.112,232.134),(152.629,234.834,178.702,260.907),(92.764,288.966,111.289,307.491),(79.467,134.69,115.09,170.313),(340.181,182.155,364.355,206.329),(94.056,148.612,120.062,174.618),(29.703,216.949,58.806,246.052),(286.478,103.47,316.504,133.496)]",TRUE,,,,,,,
311.12,1.072,-2.215,2.215,1.641,"(0.0,0.0,39.512,39.512)","(271.608,271.608,311.12,311.12)","[(68.448,233.017,97.89,262.459),(30.84,274.014,55.238,298.412),(169.182,59.735,189.902,80.455),(248.127,168.198,268.31,188.381),(114.754,223.778,137.696,246.72),(143.589,201.846,174.617,232.874),(235.483,108.145,252.609,125.271),(212.038,110.761,239.523,138.246)]",TRUE,,,,,,,
38.999,0.555,-0.665,0.665,1.248,"(0.0,0.0,2.145,2.145)","(36.854,36.854,38.999,38.999)","[(32.54,2.403,35.77,5.633),(30.401,11.354,33.853,14.806),(6.623,5.359,9.853,8.589),(15.139,24.123,18.315,27.299),(24.23,16.821,26.777,19.368),(34.121,5.643,36.322,7.844),(26.059,33.045,28.097,35.083),(19.673,25.98,23.485,29.792),(9.865,5.139,12.335,7.609),(33.975,25.457,37.04,28.522),(20.954,11.342,23.805,14.193),(36.736,4.054,38.881,6.199),(27.21,6.19,30.53,9.51),(11.72,11.75,14.163,14.193),(31.678,22.419,34.075,24.816)]",FALSE,,,,,,,
753.989,1.913,-4.738,4.738,2.549,"(0.0,0.0,43.731,43.731)","(710.258,710.258,753.989,753.989)","[(688.396,52.837,744.134,108.575),(100.375,283.095,160.604,343.324),(114.117,384.027,162.965,432.875),(393.394,381.383,452.204,440.193),(435.784,684.576,504.346,753.138),(327.156,355.65,390.514,419.008),(644.727,579.097,689.009,623.379),(33.518,294.982,101.775,363.239),(229.045,518.058,268.361,557.374),(24.334,213.553,98.159,287.378),(538.023,613.802,581.659,657.438),(410.783,22.824,448.848,60.889),(347.607,160.862,417.821,231.076),(127.314,534.728,192.277,599.691)]",TRUE,,,,,,,
385.008,1.212,-2.636,2.636,1.804,"(0.0,0.0,52.361,52.361)","(332.647,332.647,385.008,385.008)","[(46.887,27.144,80.948,61.205),(280.159,295.849,315.769,331.459),(152.908,152.739,177.798,177.629),(138.42,71.933,166.491,100.004),(249.657,230.019,286.767,267.129),(75.38,197.994,102.588,225.202),(13.789,281.624,49.263,317.098),(131.195,77.46,160.677,106.942),(224.477,80.393,255.218,111.134),(128.275,40.158,151.018,62.901)]",FALSE,,,,,,,
154.209,0.774,-1.321,1.321,1.333,"(0.0,0.0,13.416,13.416)","(140.793,140.793,154.209,154.209)","[(96.163,33.965,109.082,46.884),(60.866,19.911,69.693,28.738),(77.366,133.24,90.99,146.864),(93.394,17.855,102.89,27.351),(121.911,140.412,134.495,152.996),(31.27,131.546,44.009,144.285),(123.093,30.51,134.956,42.373),(62.472,78.686,77.67,93.884),(41.56,95.73,52.026,106.196),(10.067,8.545,19.219,17.697),(85.885,114.96,97.167,126.242),(121.202,72.776,136.353,87.927),(18.778,29.23,31.245,41.697)]",FALSE,,,,,,,
662.46,1.739,-4.217,4.217,2.25,"(0.0,0.0,35.773,35.773)","(626.687,626.687,662.46,662.46)","[(577.693,26.567,639.371,88.245),(577.799,127.426,616.767,166.394),(323.262,394.556,382.258,453.552),(247.332,564.965,306.102,623.735),(487.833,65.775,522.797,100.739),(174.141,154.34,214.609,194.808),(262.629,299.576,307.98,344.927),(336.029,478.66,374.865,517.496),(134.031,458.13,195.972,520.071),(344.285,77.86,397.622,131.197),(422.146,316.455,474.64,368.949),(105.779,5.841,154.207,54.269),(463.372,514.987,499.226,550.841),(31.58,39.89,72.137,80.447),(121.977,275.071,176.875,329.969)]",FALSE,,,,,,,
614.09,1.647,-3.941,3.941,2.355,"(0.0,0.0,77.375,77.375)","(536.715,536.715,614.09,614.09)","[(141.264,60.415,189.933,109.084),(180.136,501.227,241.296,562.387),(103.162,337.745,151.724,386.307),(83.202,13.203,120.642,50.643),(371.213,47.142,426.165,102.094),(105.255,324.628,154.577,373.95),(16.387,192.17,59.757,235.54),(319.156,234.186,371.857,286.887)]",FALSE,,,,,,,
371.926,1.187,-2.562,2.562,1.764,"(0.0,0.0,43.515,43.515)","(328.411,328.411,371.926,371.926)","[(192.961,9.827,224.625,41.491),(63.49,137.05,100.31,173.87),(1.5,22.379,24.38,45.259),(146.255,165.276,170.463,189.484),(306.884,185.252,331.133,209.501),(166.967,287.355,202.69,323.078),(148.526,25.871,168.93,46.275),(247.407,349.353,269.927,371.873),(221.987,143.804,255.615,177.432),(13.643,57.654,45.587,89.598)]",FALSE,,,,,,,
500.23,1.431,-3.292,3.292,2.013,"(0.0,0.0,42.019,42.019)","(458.211,458.211,500.23,500.23)","[(153.956,411.698,183.795,441.537),(184.533,448.816,229.198,493.481),(22.087,181.765,54.431,214.109),(77.609,238.102,104.386,264.879),(162.15,222.874,205.056,265.78),(178.84,162.525,219.374,203.059),(56.209,284.282,95.709,323.782),(219.177,304.281,251.864,336.968),(420.347,5.92,458.742,44.315),(66.815,461.406,105.511,500.102),(264.733,393.738,306.809,435.814),(54.557,224.345,84.513,254.301),(137.049,464.389,164.173,491.513)]",TRUE,,,,,,,
686.716,1.785,-4.355,4.355,2.327,"(0.0,0.0,78.286,78.286)","(608.43,608.43,686.716,686.716)","[(191.757,222.848,252.457,283.548),(156.658,480.241,213.397,536.98),(401.22,384.564,457.456,440.8),(33.163,530.24,78.085,575.162),(1.521,72.145,57.165,127.789),(211.975,543.791,273.41,605.226),(343.432,30.672,396.182,83.422),(84.117,276.817,151.304,344.004),(364.985,280.333,401.469,316.817)]",TRUE,,,,,,,
361.857,1.168,-2.504,2.504,1.777,"(0.0,0.0,40.166,40.166)","(321.691,321.691,361.857,361.857)","[(231.386,170.173,255.673,194.46),(183.855,224.489,205.467,246.101),(299.881,290.436,323.018,313.573),(247.881,148.182,280.624,180.925),(308.18,283.154,335.273,310.247),(283.13,128.602,302.722,148.194),(334.036,113.239,361.254,140.457),(152.872,103.286,179.748,130.162),(236.495,103.957,258.468,125.93),(160.602,229.837,192.696,261.931),(216.412,47.972,241.199,72.759),(134.572,305.656,162.474,333.558),(24.886,185.317,48.636,209.067),(278.038,200.812,300.216,222.99)]",FALSE,,,,,,,
173.922,0.811,-1.434,1.434,1.51,"(0.0,0.0,17.044,17.044)","(156.878,156.878,173.922,173.922)","[(147.109,94.53,162.337,109.758),(98.61,124.254,111.647,137.291),(91.493,97.778,101.691,107.976),(67.926,149.204,80.621,161.899),(100.038,150.575,115.401,165.938),(149.852,95.865,162.705,108.718),(12.859,81.847,22.474,91.462),(152.46,123.695,167.55,138.785),(103.359,85.305,114.612,96.558),(86.012,55.06,98.576,67.624),(152.929,113.343,169.617,130.031),(77.981,74.512,89.67,86.201),(154.034,149.094,167.114,162.174)]",FALSE,,,,,,,
39.054,0.555,-0.665,0.665,1.176,"(0.0,0.0,2.109,2.109)","(36.945,36.945,39.054,39.054)","[(6.003,29.379,9.345,32.721),(1.523,14.474,3.614,16.565),(16.329,19.279,18.725,21.675),(9.162,21.419,12.703,24.96),(1.868,22.089,5.206,25.427),(34.835,9.176,37.127,11.468),(31.454,6.413,33.475,8.434),(15.296,25.109,18.214,28.027),(27.775,29.037,30.09,31.352),(18.477,3.441,20.788,5.752),(29.866,17.786,32.782,20.702),(7.642,34.925,10.012,37.295),(30.341,29.574,32.298,31.531),(11.227,9.512,13.778,12.063),(8.179,25.059,11.723,28.603)]",TRUE,,,,,,,
581.55,1.585,-3.756,3.756,2.118,"(0.0,0.0,30.822,30.822)","(550.728,550.728,581.55,581.55)","[(450.149,341.903,486.913,378.667),(244.909,225.19,302.721,283.002),(32.691,541.089,62.489,570.887),(492.094,445.7,545.22,498.826),(303.236,328.822,335.712,361.298),(289.112,165.794,322.4,199.082),(366.202,295.139,404.64,333.577),(119.386,303.087,165.433,349.134)]",FALSE,,,,,,,
527.316,1.482,-3.447,3.447,2.068,"(0.0,0.0,58.005,58.005)","(469.311,469.311,527.316,527.316)","[(380.748,159.375,411.941,190.568),(395.847,8.014,433.177,45.344),(64.134,262.142,111.661,309.669),(172.936,384.795,225.07,436.929),(50.679,330.404,78.32,358.045),(390.138,3.073,428.116,41.051),(440.372,156.186,492.218,208.032),(148.633,413.589,190.778,455.734)]",FALSE,,,,,,,
197.704,0.856,-1.569,1.569,1.511,"(0.0,0.0,26.295,26.295)","(171.409,171.409,197.704,197.704)","[(44.824,108.348,62.501,126.025),(42.211,42.155,61.854,61.798),(60.216,47.738,73.653,61.175),(165.606,165.48,178.426,178.3),(145.064,159.633,164.191,178.76),(99.542,169.623,116.329,186.41),(68.957,52.82,80.27,64.133),(125.69,105.311,143.631,123.252),(63.741,36.512,79.765,52.536),(11.189,87.477,29.598,105.886),(7.514,8.507,19.116,20.109)]",TRUE,,,,,,,
327.74,1.103,-2.31,2.31,1.849,"(0.0,0.0,17.042,17.042)","(310.698,310.698,327.74,327.74)","[(170.584,185.854,190.042,205.312),(269.035,43.883,285.963,60.811),(233.393,126.477,256.368,149.452),(209.761,200.084,240.575,230.898),(273.403,37.242,303.142,66.981),(151.403,86.383,178.986,113.966),(292.119,220.612,315.823,244.316),(81.408,153.111,110.138,181.841)]",FALSE,,,,,,,
254.325,0.964,-1.892,1.892,1.522,"(0.0,0.0,25.687,25.687)","(228.638,228.638,254.325,254.325)","[(83.767,198.384,96.501,211.118),(55.575,48.366,75.513,68.304),(40.739,190.891,53.581,203.733),(203.324,226.497,216.108,239.281),(56.032,233.227,70.426,247.621),(30.856,9.922,52.012,31.078),(96.212,210.736,117.298,231.822),(221.585,177.203,246.588,202.206),(209.243,146.539,229.338,166.634)]",FALSE,,,,,,,
23.488,0.526,-0.577,0.577,1.247,"(0.0,0.0,2.819,2.819)","(20.669,20.669,23.488,23.488)","[(7.93,5.948,9.358,7.376),(2.716,14.065,4.745,16.094),(20.533,10.392,22.039,11.898),(17.782,8.74,19.626,10.584),(8.96,17.67,11.093,19.803),(1.785,12.048,3.178,13.441),(15.173,20.639,16.738,22.204),(12.464,13.069,14.519,15.124),(14.469,18.53,16.637,20.698),(12.694,4.557,14.525,6.388)]",TRUE,,,,,,,
270.337,0.994,-1.983,1.983,1.694,"(0.0,0.0,37.307,37.307)","(233.03,233.03,270.337,270.337)","[(93.743,90.959,108.195,105.411),(252.634,209.311,266.56,223.237),(225.931,118.887,247.927,140.883),(58.609,239.944,74.237,255.572),(115.586,212.004,134.496,230.914),(224.919,200.423,242.327,217.831),(122.666,152.013,139.988,169.335),(33.588,46.531,53.177,66.12),(22.765,101.684,39.134,118.053),(25.982,239.103,43.514,256.635),(129.935,157.344,151.901,179.31),(100.444,112.844,115.604,128.004),(122.86,145.296,137.602,160.038)]",TRUE,,,,,,,
201.929,0.864,-1.593,1.593,1.53,"(0.0,0.0,14.741,14.741)","(187.188,187.188,201.929,201.929)","[(31.351,104.185,48.574,121.408),(87.655,106.899,106.544,125.788),(90.085,100.364,107.224,117.503),(183.722,187.809,195.771,199.858),(48.157,12.679,58.284,22.806),(114.445,46.565,132.405,64.525),(140.844,48.871,153.592,61.619),(96.05,80.568,109.766,94.284),(66.409,20.473,79.754,33.818),(144.375,58.806,163.059,77.49),(24.714,150.985,41.79,168.061)]",FALSE,,,,,,,
584.552,1.591,-3.773,3.773,2.26,"(0.0,0.0,87.098,87.098)","(497.454,497.454,584.552,584.552)","[(1.739,462.619,47.147,508.027),(104.688,99.184,139.936,134.432),(338.569,495.917,386.895,544.243),(213.012,184.666,260.719,232.373),(217.638,483.578,270.468,536.408),(539.461,199.798,577.904,238.241),(493.663,188.225,537.886,232.448),(397.301,3.978,427.385,34.062),(190.661,282.675,228.49,320.504),(200.705,374.395,243.757,417.447),(282.971,274.349,333.637,325.015),(73.636,431.786,127.848,485.998)]",TRUE,,,,,,,
556.174,1.537,-3.611,3.611,2.21,"(0.0,0.0,37.264,37.264)","(518.91,518.91,556.174,556.174)","[(403.936,227.107,440.753,263.924),(276.921,412.237,325.874,461.19),(219.853,397.771,253.247,431.165),(381.168,163.086,431.195,213.113),(402.359,499.222,446.514,543.377),(52.737,14.441,106.758,68.462),(65.459,43.196,101.955,79.692),(376.754,243.292,430.151,296.689),(72.853,236.87,116.551,280.568),(264.536,20.527,300.055,56.046),(464.717,247.06,497.65,279.993),(228.604,190.337,283.738,245.471),(49.498,347.102,98.598,396.202)]",FALSE,,,,,,,
442.812,1.322,-2.965,2.965,1.839,"(0.0,0.0,31.44,31.44)","(411.372,411.372,442.812,442.812)","[(308.145,399.284,338.701,429.84),(214.226,341.355,257.093,384.222),(146.029,131.458,170.887,156.316),(317.208,176.572,351.955,211.319),(351.888,342.477,392.983,383.572),(367.486,70.192,402.763,105.469),(363.314,66.383,398.14,101.209),(144.426,23.752,175.397,54.723),(154.237,356.321,177.022,379.106),(390.268,93.77,427.318,130.82),(371.767,291.544,396.125,315.902),(184.886,106.717,219.477,141.308)]",TRUE,,,,,,,
757.704,1.92,-4.759,4.759,2.587,"(0.0,0.0,96.986,96.986)","(660.718,660.718,757.704,757.704)","[(299.374,97.057,366.373,164.056),(607.825,578.178,677.295,647.648),(671.148,556.966,717.254,603.072),(238.995,436.658,291.575,489.238),(189.936,410.605,260.579,481.248),(312.307,326.688,357.354,371.735),(662.446,397.408,727.055,462.017),(188.405,390.775,249.893,452.263),(100.974,658.345,149.024,706.395),(433.914,39.209,474.419,79.714),(366.468,573.269,427.211,634.012)]",TRUE,,,,,,,
730.692,1.868,-4.605,4.605,2.412,"(0.0,0.0,68.685,68.685)","(662.007,662.007,730.692,730.692)","[(279.98,537.857,334.975,592.852),(322.313,515.56,376.732,569.979),(551.564,307.927,624.135,380.498),(438.437,567.356,485.149,614.068),(492.872,582.695,551.521,641.344),(419.772,427.677,492.662,500.567),(327.463,297.738,380.708,350.983),(489.949,595.737,549.207,654.995),(102.324,594.722,154.264,646.662),(272.909,190.213,341.661,258.965),(239.334,129.367,289.081,179.114)]",FALSE,,,,,,,
